props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,78.0,Eget køkken med afløb,2.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2008.0,Hillerød,55.941418,12.27831,2008-01-01T00:00:00Z,Byggeår,/adresse/hilleroedsholmsalle-139a-0-2-3400-hilleroed-02193587139a_st___2,value:|sqm:78|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,80.0,Eget køkken med afløb,6.0,1.0,Levende tage,Vandskyllende toilet i enheden,2021.0,Hillerød,55.92999,12.288806,2021-01-01T00:00:00Z,Byggeår,/adresse/frederiksbro-torv-14-0-th-3400-hilleroed-02190342__14_st__th,value:|sqm:80|lastPrice:|sqmPr:|rooms:
,Udhus,Andet materiale,,,,,,Andet materiale,,2004.0,Hillerød,55.928997,12.262893,,,/adresse/egespurs-alle-1-1-3400-hilleroed-02191533___1__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.939247,12.18454,,,/adresse/industrivaenget-4b-3320-skaevinge-02190112__4b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Andet materiale,,1990.0,Hillerød,55.93388,12.318274,,,/adresse/hjortholmvej-4-3400-hilleroed-02193687___4_______,value:2800000|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2000.0,Hillerød,55.908707,12.148405,2014-11-26T00:00:00Z,Fri handel,/adresse/hovedgaden-17a-3320-skaevinge-02190099_17a_______,value:1000000|sqm:|lastPrice:1550000|sqmPr:undefined|rooms:
,,,,,,,,,,,Hillerød,55.932846,12.295204,,,/adresse/klostervej-41-0-1-3400-hilleroed-02194749__41_st___1,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.934837,12.261056,,,/adresse/herredsvejen-14-1-3400-hilleroed-02193507__14__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tegl,,2006.0,Hillerød,55.88163,12.196444,2005-10-21T00:00:00Z,Fri handel,/adresse/th.-petersens-vej-23-3330-goerloese-02190261__23_______,value:9300000|sqm:|lastPrice:1300000|sqmPr:undefined|rooms:
,,,,,,,,,,,Hillerød,55.985806,12.347098,1993-09-06T00:00:00Z,Fri handel,/adresse/raadyrvej-1-3480-fredensborg-02196733___1_______,value:10000000|sqm:|lastPrice:50000|sqmPr:undefined|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,200.0,Eget køkken med afløb,1.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2020.0,Hillerød,55.94461,12.247827,2020-01-01T00:00:00Z,Byggeår,/adresse/triumfbuen-56-3400-hilleroed-02199030__56_______,value:796700|sqm:200|lastPrice:1900000|sqmPr:9500|rooms:
,,,,,,,,,,,Hillerød,55.92705,12.273878,,,/adresse/tirsdagsengen-7-3400-hilleroed-02198850___7_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.907734,12.152569,,,/adresse/nygade-3f-3320-skaevinge-02190181__3f_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.93265,12.258149,,,/adresse/sigrunsvej-35-0-3400-hilleroed-02197344__35_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.92082,12.316152,2009-08-05T00:00:00Z,Fri handel,/adresse/funkevej-8c-3400-hilleroed-02192525__8c_______,value:530000|sqm:|lastPrice:2000000|sqmPr:undefined|rooms:
,,,,,,,,,,,Hillerød,55.912037,12.151274,,,/adresse/meloesevej-11-3320-skaevinge-02190172__11_______,value:1600000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,67.0,Eget køkken med afløb,6.0,1.0,Levende tage,Vandskyllende toilet i enheden,2021.0,Hillerød,55.92991,12.289376,2021-01-01T00:00:00Z,Byggeår,/adresse/frederiksbro-torv-10-3-th-3400-hilleroed-02190342__10__3__th,value:|sqm:67|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,101.0,Eget køkken med afløb,2.0,1.0,Betontagsten,Vandskyllende toilet i enheden,1917.0,Hillerød,55.92986,12.303661,2011-01-01T00:00:00Z,Ombygningsår,/adresse/helsingoersgade-2-1-2-3400-hilleroed-02193446___2__1___2,value:|sqm:101|lastPrice:22000000|sqmPr:217821|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,125.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,2021.0,Hillerød,55.932835,12.294774,2021-01-01T00:00:00Z,Byggeår,/adresse/klostervej-25-2-3-3400-hilleroed-02194749__25__2___3,value:|sqm:125|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,27.0,Eget køkken med afløb,3.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1963.0,Hillerød,55.931854,12.309822,2017-01-01T00:00:00Z,Ombygningsår,/adresse/bakkegade-23-0-25-3400-hilleroed-02190480__23_st__25,value:|sqm:27|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,64.0,Eget køkken med afløb,15.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2021.0,Hillerød,55.92974,12.288846,2021-01-01T00:00:00Z,Byggeår,/adresse/baervaenget-2-8-5-3400-hilleroed-02190343___2__8___5,value:|sqm:64|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,86.0,Eget køkken med afløb,3.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2021.0,Hillerød,55.94154,12.259776,2021-01-01T00:00:00Z,Byggeår,/adresse/finn-bager-jensens-vej-2-2-tv-3400-hilleroed-02190348___2__2__tv,value:|sqm:86|lastPrice:2660000|sqmPr:30930|rooms:
,Udhus,Træ,Ingen varmeinstallation,,,,,Tagpap med stor hældning,,2015.0,Hillerød,55.930042,12.269189,,,/adresse/krakasvej-14a-0-3400-hilleroed-02194879_14a_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Andet materiale,Fjernvarme/blokvarme,76.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2010.0,Hillerød,55.92992,12.293855,2010-01-01T00:00:00Z,Byggeår,/adresse/munkeengen-10-0-mf-3400-hilleroed-02195670__10_st__mf,value:780000|sqm:76|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,3.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1965.0,Hillerød,55.936207,12.328837,1965-01-01T00:00:00Z,Byggeår,/adresse/skovledet-101c-2-9-3400-hilleroed-02197575101c__2___9,value:680000|sqm:83|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,69.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2021.0,Hillerød,55.929436,12.290419,2021-01-01T00:00:00Z,Byggeår,/adresse/frederiksbrovaenget-1-0-3-3400-hilleroed-02190333___1_st___3,value:|sqm:69|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,Hillerød,55.930176,12.265238,,,/adresse/krakasvej-13-3400-hilleroed-02194879__13_______,value:2850000|sqm:|lastPrice:|sqmPr:|rooms:
