"props_pageProps_address_buildings_0_bathroomCondition","props_pageProps_address_buildings_0_buildingName","props_pageProps_address_buildings_0_externalWallMaterial","props_pageProps_address_buildings_0_heatingInstallation","props_pageProps_address_buildings_0_housingArea","props_pageProps_address_buildings_0_kitchenCondition","props_pageProps_address_buildings_0_numberOfFloors","props_pageProps_address_buildings_0_numberOfToilets","props_pageProps_address_buildings_0_roofingMaterial","props_pageProps_address_buildings_0_toiletCondition","props_pageProps_address_buildings_0_yearBuilt","props_pageProps_address_municipality_name","props_pageProps_address_coordinates_lat","props_pageProps_address_coordinates_lon","props_pageProps_address_events_0_at","props_pageProps_address_events_0_label","props_pageProps_dataLayer_virtualPagePath","props_pageProps_dataLayer_detailMetaData"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","76.0","Eget køkken med afløb","2.0","1.0","Tegl","Vandskyllende toilet i enheden","2021.0","Gribskov","56.117313","12.294367","2021-01-01T00:00:00Z","Byggeår","/adresse/bavne-ager-85-1-mf-3250-gilleleje-02700106__85__1__mf","value:|sqm:76|lastPrice:7483000|sqmPr:98460|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Varmepumpe","58.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1914.0","Gribskov","56.058876","12.227581","2019-01-01T00:00:00Z","Ombygningsår","/adresse/aggebovej-21d-3200-helsinge-02700020_21d_______","value:|sqm:58|lastPrice:1000000|sqmPr:17241|rooms:"
"","","","","","","","","","","","Gribskov","56.04616","12.360063","","","/adresse/damhusvej-5-3230-graested-02700268___5_______","value:130000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","171.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2022.0","Gribskov","56.007034","12.205837","2022-01-01T00:00:00Z","Byggeår","/adresse/ammendrup-park-140-3200-helsinge-02702133_140_______","value:481900|sqm:171|lastPrice:1350000|sqmPr:7894|rooms:"
"","","","","","","","","","","","Gribskov","56.031143","12.182633","","","/adresse/boegeskovgaardsvej-1-1-111-3200-helsinge-02702169___1__1_111","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","90.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2023.0","Gribskov","56.00914","12.200907","2023-01-01T00:00:00Z","Byggeår","/adresse/ammendrup-park-18-3200-helsinge-02702133__18_______","value:|sqm:90|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Dobbelthus","Letbetonsten","Varmepumpe","100.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2018.0","Gribskov","56.027718","12.217342","2018-01-01T00:00:00Z","Byggeår","/adresse/stenlandsengen-54-3200-helsinge-02701642__54_______","value:1750000|sqm:100|lastPrice:2300000|sqmPr:23000|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","20.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1967.0","Gribskov","56.053444","12.346846","2023-06-13T00:00:00Z","Fri handel","/adresse/toftebovej-7a-6-3230-graested-02701823__7a______6","value:|sqm:20|lastPrice:6000000|sqmPr:300000|rooms:"
"","Garage","","","","","","","","","","Gribskov","56.10828","12.181118","","","/adresse/klitten-11-3230-graested-02700889__11_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Udhus","Træ","Ingen varmeinstallation","","","","","Tagpap med stor hældning","","1987.0","Gribskov","55.981873","12.176242","","","/adresse/hejeltevej-2b-3200-helsinge-02700675__2b_______","value:1450000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Bygning til kontor","Letbetonsten","Fjernvarme/blokvarme","","Ingen fast kogeinstallation","2.0","3.0","Tegl","Vandskyllende toilet i enheden","1968.0","Gribskov","56.022484","12.199615","2017-05-24T00:00:00Z","Fri handel","/adresse/oestergade-7-3200-helsinge-02702098___7_______","value:7500000|sqm:|lastPrice:10000000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.061245","12.094147","","","/adresse/bygmarken-39h-1-3220-tisvildeleje-02700224_39h______1","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","112.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2022.0","Gribskov","56.009193","12.200216","2022-01-01T00:00:00Z","Byggeår","/adresse/ammendrup-park-31-3200-helsinge-02702133__31_______","value:|sqm:112|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.11466","12.214202","2009-07-06T00:00:00Z","Fri handel","/adresse/strandbakkevej-15b-3250-gilleleje-02701679_15b_______","value:1142000|sqm:|lastPrice:10400000|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Stuehus til landbrugsejendom","Mursten","Ingen varmeinstallation","170.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1899.0","Gribskov","56.106445","12.313055","2017-06-09T00:00:00Z","Fri handel","/adresse/saksevej-29b-3250-gilleleje-02701442_29b_______","value:|sqm:170|lastPrice:3300000|sqmPr:19411|rooms:"
"","","","","","","","","","","","Gribskov","56.0611","12.090902","","","/adresse/bygmarken-23v-7-3220-tisvildeleje-02700224_23v______7","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.05119","12.092954","","","/adresse/margot-nyholms-vej-6c-3220-tisvildeleje-02701080__6c_______","value:901300|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.057945","12.078194","","","/adresse/hovedgaden-33b-3220-tisvildeleje-02700732_33b_______","value:470000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.020813","12.199485","","","/adresse/frederiksborgvej-14-1-3200-helsinge-02700451__14__1____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","67.0","Eget køkken med afløb","3.0","1.0","Andet materiale","Vandskyllende toilet i enheden","2017.0","Gribskov","56.016914","12.201994","2017-01-01T00:00:00Z","Byggeår","/adresse/frederiksborgvej-44b-0-th-3200-helsinge-02700451_44b_st__th","value:|sqm:67|lastPrice:11157525|sqmPr:166530|rooms:"
"","","","","","","","","","","","Gribskov","56.088543","12.324409","","","/adresse/krigsagervej-1p-3250-gilleleje-02700938__1p_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","71.0","Eget køkken med afløb","1.0","1.0","Fibercement uden asbest","Vandskyllende toilet i enheden","1987.0","Gribskov","56.063885","12.282676","2018-03-26T00:00:00Z","Fri handel","/adresse/centervejen-5f-3230-graested-02700250__5f_______","value:|sqm:71|lastPrice:2350000|sqmPr:33098|rooms:"
"","","","","","","","","","","","Gribskov","56.060837","12.091112","","","/adresse/bygmarken-29v-29-3220-tisvildeleje-02700224_29v_____29","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Sommerhus","Mursten","Elvarme","57.0","Eget køkken med afløb","1.0","1.0","Metal","Vandskyllende toilet i enheden","1970.0","Gribskov","56.033974","12.104839","2002-09-01T00:00:00Z","Fri handel","/adresse/baekkebrovej-27a-3220-tisvildeleje-02700238_27a_______","value:440000|sqm:57|lastPrice:25000|sqmPr:438|rooms:"
"","","","","","","","","","","","Gribskov","56.06487","12.356971","","","/adresse/sodemarksvej-26-3230-graested-02701571__26_______","value:65000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.05015","12.349898","2022-03-10T15:01:07.09Z","Af markedet","/adresse/oestvej-8d-3230-graested-02702105__8d_______","value:375800|sqm:|lastPrice:525000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.015923","12.177982","","","/adresse/skovgaardstoften-39-3200-helsinge-02702145__39_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Letbetonsten","Fjernvarme/blokvarme","104.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2022.0","Gribskov","56.029774","12.184134","2022-01-27T19:06:43.493Z","Af markedet","/adresse/troldeskoven-22-3200-helsinge-02702170__22_______","value:|sqm:104|lastPrice:2875000|sqmPr:27644|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","88.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1969.0","Gribskov","56.113667","12.219256","2006-05-15T00:00:00Z","Fri handel","/adresse/glenteskoven-8b-3250-gilleleje-02700523__8b_______","value:1500000|sqm:88|lastPrice:2125000|sqmPr:24147|rooms:"
"Badeværelse i enheden","Række- og kædehus","Letbetonsten","Varmepumpe","65.0","Adgang til fælles køkken","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2004.0","Gribskov","56.04732","12.346583","2004-01-01T00:00:00Z","Byggeår","/adresse/gydevej-13-20-3230-graested-02700610__13_____20","value:|sqm:65|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","170.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2013.0","Gribskov","56.0558","12.090552","2013-01-01T00:00:00Z","Byggeår","/adresse/stuebjerggaardsvej-3-3220-tisvildeleje-02701713___3_______","value:2250000|sqm:170|lastPrice:750000|sqmPr:4411|rooms:"
"","","","","","","","","","","","Gribskov","56.12551","12.305807","","","/adresse/vesterbrogade-3c-0-38-3250-gilleleje-02702029__3c_st__38","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","85.0","Eget køkken med afløb","3.0","1.0","Andet materiale","Vandskyllende toilet i enheden","2017.0","Gribskov","56.016914","12.201994","2017-01-01T00:00:00Z","Byggeår","/adresse/frederiksborgvej-44b-0-tv-3200-helsinge-02700451_44b_st__tv","value:|sqm:85|lastPrice:11157525|sqmPr:131265|rooms:"
"","","","","","","","","","","","Gribskov","56.11333","12.312517","","","/adresse/parkvej-93-3250-gilleleje-02701264__93_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","176.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","2013.0","Gribskov","56.121143","12.305324","2013-01-01T00:00:00Z","Byggeår","/adresse/gasvaerksvej-17b-3250-gilleleje-02700495_17b_______","value:|sqm:176|lastPrice:1650000|sqmPr:9375|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","121.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2017.0","Gribskov","55.998474","12.184218","2017-01-01T00:00:00Z","Byggeår","/adresse/bjoernegyden-2-3200-helsinge-02702143___2_______","value:1950000|sqm:121|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.0229","12.198649","2018-03-02T00:00:00Z","Fri handel","/adresse/gadekaervej-17-3200-helsinge-02700481__17_______","value:1500000|sqm:|lastPrice:1100000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.057304","12.28176","","","/adresse/langedam-17-1-4-3230-graested-02700973__17__1___4","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Udhus","Træ","Ingen varmeinstallation","","","","","Fibercement herunder asbest","","1978.0","Gribskov","56.01792","12.185124","","","/adresse/bymosevej-79-0-3200-helsinge-02700231__79_st____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","55.98194","12.175074","","","/adresse/helsingevej-4a-3200-helsinge-02700690__4a_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Letbetonsten","Centralvarme med én fyringsenhed","92.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2016.0","Gribskov","56.017387","12.177576","2016-01-01T00:00:00Z","Byggeår","/adresse/skovgaardshave-72-3200-helsinge-02702144__72_______","value:1350000|sqm:92|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","104.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","2016.0","Gribskov","56.018227","12.201277","2016-01-01T00:00:00Z","Byggeår","/adresse/frederiksborgvej-36r-3200-helsinge-02700451_36r_______","value:1650000|sqm:104|lastPrice:1987400|sqmPr:19109|rooms:"
"","","","","","","","","","","","Gribskov","56.059444","12.203848","","","/adresse/valbyvej-70-3200-helsinge-02701915__70_______","value:940000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Letbetonsten","Varmepumpe","181.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2021.0","Gribskov","56.026466","12.278877","2021-02-24T00:00:00Z","Fri handel","/adresse/ny-maarumvej-190-3230-graested-02701213_190_______","value:243400|sqm:181|lastPrice:3995000|sqmPr:22071|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Centralvarme med én fyringsenhed","45.0","Eget køkken med afløb","2.0","1.0","Tegl","Vandskyllende toilet i enheden","1929.0","Gribskov","56.019722","12.177781","2016-09-29T00:00:00Z","Fri handel","/adresse/frederiksvaerkvej-2-0-th-3200-helsinge-02700453___2_st__th","value:|sqm:45|lastPrice:3750000|sqmPr:83333|rooms:"
"","","","","","","","","","","","Gribskov","56.031143","12.182633","","","/adresse/boegeskovgaardsvej-1-2-217-3200-helsinge-02702169___1__2_217","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.126423","12.308996","","","/adresse/midterpieren-5-3250-gilleleje-02702152___5_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.108444","12.212827","","","/adresse/agerkaer-18g-3250-gilleleje-02700012_18g_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.05341","12.345119","","","/adresse/sygehusvej-4-3-11-3230-graested-02701742___4__3__11","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","110.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2022.0","Gribskov","56.00921","12.199995","2022-01-01T00:00:00Z","Byggeår","/adresse/ammendrup-park-29-3200-helsinge-02702133__29_______","value:|sqm:110|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.117367","12.293632","","","/adresse/bavne-ager-13-3250-gilleleje-02700106__13_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","71.0","Eget køkken med afløb","3.0","1.0","Fibercement uden asbest","Vandskyllende toilet i enheden","2021.0","Gribskov","56.017036","12.20116","2021-01-01T00:00:00Z","Byggeår","/adresse/vognmarken-8-2-10-3200-helsinge-02702065___8__2__10","value:|sqm:71|lastPrice:6500000|sqmPr:91549|rooms:"
"","","","","","","","","","","","Gribskov","55.973003","12.196402","2008-09-10T00:00:00Z","Fri handel","/adresse/poelemosen-20-3200-helsinge-02701315__20_______","value:176000|sqm:|lastPrice:26500000|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Varmepumpe","66.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1914.0","Gribskov","56.058884","12.227687","2019-01-01T00:00:00Z","Ombygningsår","/adresse/aggebovej-21a-3200-helsinge-02700020_21a_______","value:|sqm:66|lastPrice:1000000|sqmPr:15151|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","200.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2021.0","Gribskov","56.005768","12.204581","2021-06-08T00:00:00Z","Fri handel","/adresse/ammendrup-park-183-3200-helsinge-02702133_183_______","value:523600|sqm:200|lastPrice:1400000|sqmPr:7000|rooms:"
"","","","","","","","","","","","Gribskov","56.073215","12.287052","2018-03-12T00:00:00Z","Øvrigt","/adresse/graested-stationsvej-84c-3230-graested-02700581_84c_______","value:390200|sqm:|lastPrice:169875|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.122406","12.31218","","","/adresse/gilleleje-hovedgade-51c-3250-gilleleje-02700506_51c_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Udhus","Mursten","Ingen varmeinstallation","","","","","Fibercement herunder asbest","","1937.0","Gribskov","56.127117","12.307537","","","/adresse/alfavej-24-3250-gilleleje-02700029__24_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.10854","12.212419","","","/adresse/agerkaer-18c-3250-gilleleje-02700012_18c_______","value:1600000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.095688","12.2681055","","","/adresse/almevej-45-3230-graested-02700034__45_______","value:32000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Sommerhus","Mursten","Elvarme","231.0","Eget køkken med afløb","1.0","2.0","Stråtag","Vandskyllende toilet i enheden","1938.0","Gribskov","56.050262","12.095974","2022-04-04T00:00:00Z","Familiehandel","/adresse/margot-nyholms-vej-14-3220-tisvildeleje-02701080__14_______","value:4200000|sqm:231|lastPrice:2100000|sqmPr:9090|rooms:"
"","","","","","","","","","","","Gribskov","56.032593","12.183274","","","/adresse/bronzehoejen-24-3200-helsinge-02702176__24_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.060455","12.095138","","","/adresse/bygmarken-45h-3220-tisvildeleje-02700224_45h_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Træ","Varmepumpe","78.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2023.0","Gribskov","56.029064","12.18728","2023-01-01T00:00:00Z","Byggeår","/adresse/tegltroldevej-56-3200-helsinge-02702172__56_______","value:|sqm:78|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.063683","12.282188","","","/adresse/maarumvej-11-3230-graested-02701175__11_______","value:1102800|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","170.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2018.0","Gribskov","56.01762","12.191454","2018-01-11T00:00:00Z","Fri handel","/adresse/granvaenget-7-3200-helsinge-02700540___7_______","value:2650000|sqm:170|lastPrice:1075000|sqmPr:6323|rooms:"
"Badeværelse i enheden","Dobbelthus","Betonelementer","Fjernvarme/blokvarme","104.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2011.0","Gribskov","56.066353","12.13966","2011-01-01T00:00:00Z","Byggeår","/adresse/stationsvej-2a-3210-vejby-02701617__2a_______","value:1500000|sqm:104|lastPrice:800000|sqmPr:7692|rooms:"
"","","","","","","","","","","","Gribskov","56.119274","12.301754","2020-01-07T09:42:11.593Z","Af markedet","/adresse/kalvehavevej-66-3250-gilleleje-02700835__66_______","value:541100|sqm:|lastPrice:400000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.108612","12.181116","","","/adresse/roerhavevej-15-3230-graested-02701411__15_______","value:230000|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.09037","12.163005","1997-11-26T00:00:00Z","Fri handel","/adresse/stokkepil-holmen-7-3210-vejby-02701654___7_______","value:320300|sqm:|lastPrice:944000|sqmPr:undefined|rooms:"
"","","","","","","","","","","","Gribskov","56.046818","12.348211","","","/adresse/gydevej-17s-3230-graested-02700610_17s_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.061077","12.092964","","","/adresse/bygmarken-37f-10-3220-tisvildeleje-02700224_37f_____10","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Adgang til badeværelse","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Centralvarme med én fyringsenhed","11.0","Ingen fast kogeinstallation","1.0","","Tegl","Vandskyllende toilet uden for enheden","1998.0","Gribskov","56.10629","12.367071","1998-01-01T00:00:00Z","Byggeår","/adresse/munkerup-strandvej-57-0-20-3120-dronningmoelle-02701131__57_st__20","value:|sqm:11|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Gribskov","56.031097","12.187336","2023-01-01T00:00:00Z","Byggeår","/adresse/troldeholmen-1-1-32-3200-helsinge-02702167___1__1__32","value:|sqm:|lastPrice:6387500|sqmPr:64520|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Varmepumpe","77.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2001.0","Gribskov","56.115875","12.270104","2022-10-31T13:39:01.945951Z","Af markedet","/adresse/kloevermarksvej-57-3250-gilleleje-02700900__57_______","value:1200000|sqm:77|lastPrice:1990000|sqmPr:25844|rooms:"
