props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1891.0,København,55.672768,12.554847,2015-09-16T00:00:00Z,Fri handel,/adresse/bagerstraede-2-2-tv-1617-koebenhavn-v-01010308___2__2__tv,value:|sqm:104|lastPrice:61750000|sqmPr:593750|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1891.0,København,55.672768,12.554847,2015-09-16T00:00:00Z,Fri handel,/adresse/bagerstraede-2-3-th-1617-koebenhavn-v-01010308___2__3__th,value:|sqm:104|lastPrice:61750000|sqmPr:593750|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1891.0,København,55.672768,12.554847,2015-09-16T00:00:00Z,Fri handel,/adresse/bagerstraede-2-3-tv-1617-koebenhavn-v-01010308___2__3__tv,value:|sqm:104|lastPrice:61750000|sqmPr:593750|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1891.0,København,55.672768,12.554847,2015-09-16T00:00:00Z,Fri handel,/adresse/bagerstraede-2-4-th-1617-koebenhavn-v-01010308___2__4__th,value:|sqm:104|lastPrice:61750000|sqmPr:593750|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1891.0,København,55.672768,12.554847,2015-09-16T00:00:00Z,Fri handel,/adresse/bagerstraede-2-4-tv-1617-koebenhavn-v-01010308___2__4__tv,value:|sqm:104|lastPrice:61750000|sqmPr:593750|rooms:
,,,,,,,,,,,København,55.6728,12.55425,,,/adresse/bagerstraede-3a-0-1617-koebenhavn-v-01010308__3a_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.6728,12.55425,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3a-1-1617-koebenhavn-v-01010308__3a__1____,value:|sqm:58|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.6728,12.55425,2021-01-20T19:24:45.31Z,Af markedet,/adresse/bagerstraede-3a-2-1617-koebenhavn-v-01010308__3a__2____,value:|sqm:58|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.6728,12.55425,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3a-3-1617-koebenhavn-v-01010308__3a__3____,value:|sqm:58|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.67285,12.554508,,,/adresse/bagerstraede-3-0-th-1617-koebenhavn-v-01010308___3_st__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.67285,12.554508,,,/adresse/bagerstraede-3-0-tv-1617-koebenhavn-v-01010308___3_st__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-1-th-1617-koebenhavn-v-01010308___3__1__th,value:|sqm:110|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,155.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-1-tv-1617-koebenhavn-v-01010308___3__1__tv,value:|sqm:155|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-2-th-1617-koebenhavn-v-01010308___3__2__th,value:|sqm:110|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,155.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-2-tv-1617-koebenhavn-v-01010308___3__2__tv,value:|sqm:155|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-3-th-1617-koebenhavn-v-01010308___3__3__th,value:|sqm:110|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,155.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,2021-09-29T17:03:59.25Z,Af markedet,/adresse/bagerstraede-3-3-tv-1617-koebenhavn-v-01010308___3__3__tv,value:|sqm:155|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,2011-02-01T11:42:02.58Z,Af markedet,/adresse/bagerstraede-3-4-th-1617-koebenhavn-v-01010308___3__4__th,value:|sqm:110|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,155.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1885.0,København,55.67285,12.554508,1905-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-3-4-tv-1617-koebenhavn-v-01010308___3__4__tv,value:|sqm:155|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,103.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.67297,12.554093,2018-11-30T14:58:00.547Z,Af markedet,/adresse/bagerstraede-5a-0-1617-koebenhavn-v-01010308__5a_st____,value:1950000|sqm:103|lastPrice:4025000|sqmPr:39077|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,102.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.67297,12.554093,2018-02-26T07:28:57.043Z,Af markedet,/adresse/bagerstraede-5a-1-1617-koebenhavn-v-01010308__5a__1____,value:2100000|sqm:102|lastPrice:4550000|sqmPr:44607|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,102.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.67297,12.554093,2019-10-07T00:00:00Z,Fri handel,/adresse/bagerstraede-5a-2-1617-koebenhavn-v-01010308__5a__2____,value:2100000|sqm:102|lastPrice:5200000|sqmPr:50980|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,102.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.67297,12.554093,1998-07-21T00:00:00Z,Fri handel,/adresse/bagerstraede-5a-3-1617-koebenhavn-v-01010308__5a__3____,value:2100000|sqm:102|lastPrice:965000|sqmPr:9460|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.67297,12.554093,2004-05-21T00:00:00Z,Fri handel,/adresse/bagerstraede-5a-4-1617-koebenhavn-v-01010308__5a__4____,value:2850000|sqm:132|lastPrice:2099000|sqmPr:15901|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,2796.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2018-07-03T00:00:00Z,Fri handel,/adresse/bagerstraede-5-0-th-1617-koebenhavn-v-01010308___5_st__th,value:5100000|sqm:2796|lastPrice:13306000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.672977,12.554482,2018-07-03T00:00:00Z,Fri handel,/adresse/bagerstraede-5-0-tv-1617-koebenhavn-v-01010308___5_st__tv,value:1000000|sqm:|lastPrice:2610000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,126.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2018-02-01T15:12:02.447Z,Af markedet,/adresse/bagerstraede-5-1-th-1617-koebenhavn-v-01010308___5__1__th,value:2650000|sqm:126|lastPrice:5400000|sqmPr:42857|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,138.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2001-06-11T00:00:00Z,Fri handel,/adresse/bagerstraede-5-1-tv-1617-koebenhavn-v-01010308___5__1__tv,value:2900000|sqm:138|lastPrice:1909157|sqmPr:13834|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,129.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2006-04-10T00:00:00Z,Fri handel,/adresse/bagerstraede-5-2-th-1617-koebenhavn-v-01010308___5__2__th,value:2700000|sqm:129|lastPrice:3995000|sqmPr:30968|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,139.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,1994-11-19T00:00:00Z,Fri handel,/adresse/bagerstraede-5-2-tv-1617-koebenhavn-v-01010308___5__2__tv,value:2950000|sqm:139|lastPrice:798252|sqmPr:5742|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,129.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2021-12-02T16:21:24.91Z,Af markedet,/adresse/bagerstraede-5-3-th-1617-koebenhavn-v-01010308___5__3__th,value:2700000|sqm:129|lastPrice:7800000|sqmPr:60465|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,139.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2019-09-27T00:00:00Z,Fri handel,/adresse/bagerstraede-5-3-tv-1617-koebenhavn-v-01010308___5__3__tv,value:2950000|sqm:139|lastPrice:5725000|sqmPr:41187|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,146.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2021-05-25T09:31:46.647Z,Af markedet,/adresse/bagerstraede-5-4-th-1617-koebenhavn-v-01010308___5__4__th,value:3150000|sqm:146|lastPrice:9500000|sqmPr:65068|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,122.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2013-07-04T08:03:48.357Z,Af markedet,/adresse/bagerstraede-5-4-tv-1617-koebenhavn-v-01010308___5__4__tv,value:2650000|sqm:122|lastPrice:4200000|sqmPr:34426|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,111.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.672977,12.554482,2004-09-20T00:00:00Z,Øvrigt,/adresse/bagerstraede-5-5-th-1617-koebenhavn-v-01010308___5__5__th,value:2400000|sqm:111|lastPrice:50000|sqmPr:450|rooms:
,,,,,,,,,,,København,55.672985,12.554791,2003-02-22T00:00:00Z,Fri handel,/adresse/bagerstraede-6-0-1617-koebenhavn-v-01010308___6_st____,value:2150000|sqm:|lastPrice:1600000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2021-02-28T13:54:36.94Z,Af markedet,/adresse/bagerstraede-6-1-th-1617-koebenhavn-v-01010308___6__1__th,value:2200000|sqm:99|lastPrice:5695000|sqmPr:57525|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2021-07-22T12:32:36.463Z,Af markedet,/adresse/bagerstraede-6-1-tv-1617-koebenhavn-v-01010308___6__1__tv,value:2200000|sqm:99|lastPrice:1800000|sqmPr:18181|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2016-01-07T10:54:00.79Z,Af markedet,/adresse/bagerstraede-6-2-th-1617-koebenhavn-v-01010308___6__2__th,value:2200000|sqm:99|lastPrice:3775000|sqmPr:38131|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2014-11-14T00:00:00Z,Fri handel,/adresse/bagerstraede-6-2-tv-1617-koebenhavn-v-01010308___6__2__tv,value:2200000|sqm:99|lastPrice:3270000|sqmPr:33030|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,79.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2020-10-22T00:00:00Z,Fri handel,/adresse/bagerstraede-6-3-th-1617-koebenhavn-v-01010308___6__3__th,value:1800000|sqm:79|lastPrice:1925000|sqmPr:24367|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,79.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1875.0,København,55.672985,12.554791,2023-06-21T00:00:00Z,Fri handel,/adresse/bagerstraede-6-3-tv-1617-koebenhavn-v-01010308___6__3__tv,value:1800000|sqm:79|lastPrice:5350000|sqmPr:67721|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,141.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2011-07-11T00:00:00Z,Fri handel,/adresse/bagerstraede-7-1-th-1617-koebenhavn-v-01010308___7__1__th,value:3000000|sqm:141|lastPrice:3350000|sqmPr:23758|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,125.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2014-09-01T00:00:00Z,Øvrigt,/adresse/bagerstraede-7-1-tv-1617-koebenhavn-v-01010308___7__1__tv,value:2650000|sqm:125|lastPrice:1750000|sqmPr:14000|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,142.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,1908-01-01T00:00:00Z,Byggeår,/adresse/bagerstraede-7-2-th-1617-koebenhavn-v-01010308___7__2__th,value:3000000|sqm:142|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2010-12-01T00:00:00Z,Fri handel,/adresse/bagerstraede-7-2-tv-1617-koebenhavn-v-01010308___7__2__tv,value:2700000|sqm:128|lastPrice:3525000|sqmPr:27539|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,142.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2011-03-11T00:00:00Z,Fri handel,/adresse/bagerstraede-7-3-th-1617-koebenhavn-v-01010308___7__3__th,value:3000000|sqm:142|lastPrice:4000000|sqmPr:28169|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2003-08-10T00:00:00Z,Fri handel,/adresse/bagerstraede-7-3-tv-1617-koebenhavn-v-01010308___7__3__tv,value:2700000|sqm:128|lastPrice:2215000|sqmPr:17304|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,142.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2005-09-13T00:00:00Z,Fri handel,/adresse/bagerstraede-7-4-th-1617-koebenhavn-v-01010308___7__4__th,value:3050000|sqm:142|lastPrice:3750000|sqmPr:26408|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,5.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1908.0,København,55.673107,12.554453,2004-12-14T00:00:00Z,Fri handel,/adresse/bagerstraede-7-4-tv-1617-koebenhavn-v-01010308___7__4__tv,value:2750000|sqm:128|lastPrice:2700000|sqmPr:21093|rooms:
,Udhus,Mursten,,,,,,Metal,,2009.0,København,55.673157,12.554754,,,/adresse/bagerstraede-8--1-1617-koebenhavn-v-01010308___8_kl____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,51.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-0-th-1617-koebenhavn-v-01010308___8_st__th,value:|sqm:51|lastPrice:32025000|sqmPr:627941|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,92.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-0-tv-1617-koebenhavn-v-01010308___8_st__tv,value:|sqm:92|lastPrice:32025000|sqmPr:348097|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,96.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-1-th-1617-koebenhavn-v-01010308___8__1__th,value:|sqm:96|lastPrice:32025000|sqmPr:333593|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,108.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-1-tv-1617-koebenhavn-v-01010308___8__1__tv,value:|sqm:108|lastPrice:32025000|sqmPr:296527|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,96.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-2-th-1617-koebenhavn-v-01010308___8__2__th,value:|sqm:96|lastPrice:32025000|sqmPr:333593|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,108.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-2-tv-1617-koebenhavn-v-01010308___8__2__tv,value:|sqm:108|lastPrice:32025000|sqmPr:296527|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,95.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-3-th-1617-koebenhavn-v-01010308___8__3__th,value:|sqm:95|lastPrice:32025000|sqmPr:337105|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,107.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-3-tv-1617-koebenhavn-v-01010308___8__3__tv,value:|sqm:107|lastPrice:32025000|sqmPr:299299|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1909.0,København,55.673157,12.554754,2018-10-04T00:00:00Z,Fri handel,/adresse/bagerstraede-8-4-1617-koebenhavn-v-01010308___8__4____,value:|sqm:104|lastPrice:32025000|sqmPr:307932|rooms:
,,,,,,,,,,,København,55.67332,12.554403,2023-03-02T00:00:00Z,Fri handel,/adresse/bagerstraede-9-0-th-1617-koebenhavn-v-01010308___9_st__th,value:2950000|sqm:|lastPrice:6400000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.67332,12.554403,1996-03-11T00:00:00Z,Fri handel,/adresse/bagerstraede-9-0-tv-1617-koebenhavn-v-01010308___9_st__tv,value:3150000|sqm:|lastPrice:1200000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,151.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1908.0,København,55.67332,12.554403,2023-04-27T12:52:34.376354Z,Af markedet,/adresse/bagerstraede-9-1-1617-koebenhavn-v-01010308___9__1____,value:3100000|sqm:151|lastPrice:7500000|sqmPr:49668|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,154.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1908.0,København,55.67332,12.554403,1999-01-01T00:00:00Z,Ombygningsår,/adresse/bagerstraede-9-2-1617-koebenhavn-v-01010308___9__2____,value:3150000|sqm:154|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,154.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1908.0,København,55.67332,12.554403,2022-09-06T00:00:00Z,Fri handel,/adresse/bagerstraede-9-3-1617-koebenhavn-v-01010308___9__3____,value:3150000|sqm:154|lastPrice:9000000|sqmPr:58441|rooms:
