"props_pageProps_address_buildings_0_bathroomCondition","props_pageProps_address_buildings_0_buildingName","props_pageProps_address_buildings_0_externalWallMaterial","props_pageProps_address_buildings_0_heatingInstallation","props_pageProps_address_buildings_0_housingArea","props_pageProps_address_buildings_0_kitchenCondition","props_pageProps_address_buildings_0_numberOfFloors","props_pageProps_address_buildings_0_numberOfToilets","props_pageProps_address_buildings_0_roofingMaterial","props_pageProps_address_buildings_0_toiletCondition","props_pageProps_address_buildings_0_yearBuilt","props_pageProps_address_municipality_name","props_pageProps_address_coordinates_lat","props_pageProps_address_coordinates_lon","props_pageProps_address_events_0_at","props_pageProps_address_events_0_label","props_pageProps_dataLayer_virtualPagePath","props_pageProps_dataLayer_detailMetaData"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","72.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.91545","12.056277","2022-06-21T00:00:00Z","Fri handel","/adresse/duestien-11-3310-oelsted-02600239__11_______","value:770000|sqm:72|lastPrice:1680000|sqmPr:23333|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","57.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1969.0","Halsnæs","55.914967","12.055475","2015-08-31T23:37:40.09Z","Af markedet","/adresse/duestien-12-3310-oelsted-02600239__12_______","value:660000|sqm:57|lastPrice:550000|sqmPr:9649|rooms:"
"Badeværelse i enheden","Sommerhus","Mursten","Elvarme","107.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.915245","12.056397","2018-05-03T07:06:41.203Z","Af markedet","/adresse/duestien-13-3310-oelsted-02600239__13_______","value:1000000|sqm:107|lastPrice:1475000|sqmPr:13785|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","62.0","Eget køkken med afløb","1.0","1.0","Fibercement uden asbest","Vandskyllende toilet i enheden","1974.0","Halsnæs","55.914955","12.05659","2013-04-22T00:00:00Z","Fri handel","/adresse/duestien-15-3310-oelsted-02600239__15_______","value:670000|sqm:62|lastPrice:695000|sqmPr:11209|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.96561","12.027673","2003-11-27T00:00:00Z","Fri handel","/adresse/duevej-14a-3300-frederiksvaerk-02600240_14a_______","value:850000|sqm:100|lastPrice:1120000|sqmPr:11200|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965572","12.027691","2010-04-22T00:00:00Z","Fri handel","/adresse/duevej-14b-3300-frederiksvaerk-02600240_14b_______","value:860000|sqm:100|lastPrice:1395000|sqmPr:13950|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965527","12.027711","2003-03-28T00:00:00Z","Fri handel","/adresse/duevej-14c-3300-frederiksvaerk-02600240_14c_______","value:850000|sqm:100|lastPrice:1125000|sqmPr:11250|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965477","12.027731","2021-03-29T21:04:19.657Z","Af markedet","/adresse/duevej-14d-3300-frederiksvaerk-02600240_14d_______","value:940000|sqm:100|lastPrice:1495000|sqmPr:14950|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965427","12.027755","1992-10-31T00:00:00Z","Fri handel","/adresse/duevej-14e-3300-frederiksvaerk-02600240_14e_______","value:850000|sqm:100|lastPrice:485000|sqmPr:4850|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965385","12.027775","1999-03-16T00:00:00Z","Fri handel","/adresse/duevej-14f-3300-frederiksvaerk-02600240_14f_______","value:840000|sqm:100|lastPrice:840919|sqmPr:8409|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","114.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1950.0","Halsnæs","55.96513","12.027451","2023-10-27T14:20:42.648877Z","Prisfald","/adresse/duevej-15-3300-frederiksvaerk-02600240__15_______?udbud=39076fe0-0d31-4419-9626-73cf1d79b9ed","pay:120000|sqmPr:15988|sqm:775|floor:|rooms:5|fees:2893|built:1950"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965675","12.028072","2003-05-21T00:00:00Z","Fri handel","/adresse/duevej-16a-3300-frederiksvaerk-02600240_16a_______","value:850000|sqm:100|lastPrice:550000|sqmPr:5500|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Elvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.96563","12.028097","2021-04-05T15:14:58.93Z","Af markedet","/adresse/duevej-16b-3300-frederiksvaerk-02600240_16b_______","value:840000|sqm:100|lastPrice:1911000|sqmPr:19110|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Andet materiale","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.96558","12.028119","2003-03-16T00:00:00Z","Fri handel","/adresse/duevej-16c-3300-frederiksvaerk-02600240_16c_______","value:850000|sqm:100|lastPrice:998000|sqmPr:9980|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965538","12.028138","2003-07-01T00:00:00Z","Fri handel","/adresse/duevej-16d-3300-frederiksvaerk-02600240_16d_______","value:850000|sqm:100|lastPrice:1025000|sqmPr:10250|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965496","12.02816","1973-01-01T00:00:00Z","Byggeår","/adresse/duevej-16e-3300-frederiksvaerk-02600240_16e_______","value:850000|sqm:100|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Elvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965446","12.028181","2020-03-27T15:24:14.943Z","Af markedet","/adresse/duevej-16f-3300-frederiksvaerk-02600240_16f_______","value:840000|sqm:100|lastPrice:1000000|sqmPr:10000|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","140.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","1951.0","Halsnæs","55.965256","12.027244","2008-03-19T14:44:00.21Z","Af markedet","/adresse/duevej-17-3300-frederiksvaerk-02600240__17_______","value:1450000|sqm:140|lastPrice:1695000|sqmPr:12107|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965736","12.028482","1973-01-01T00:00:00Z","Byggeår","/adresse/duevej-18a-3300-frederiksvaerk-02600240_18a_______","value:850000|sqm:100|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965687","12.028503","1973-01-01T00:00:00Z","Byggeår","/adresse/duevej-18b-3300-frederiksvaerk-02600240_18b_______","value:850000|sqm:100|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Elvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965637","12.028528","2018-02-09T14:13:53.423Z","Af markedet","/adresse/duevej-18c-3300-frederiksvaerk-02600240_18c_______","value:840000|sqm:100|lastPrice:1200000|sqmPr:12000|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Elvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.96559","12.028549","1973-01-01T00:00:00Z","Byggeår","/adresse/duevej-18d-3300-frederiksvaerk-02600240_18d_______","value:840000|sqm:100|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.96555","12.028569","1993-10-30T00:00:00Z","Fri handel","/adresse/duevej-18e-3300-frederiksvaerk-02600240_18e_______","value:850000|sqm:100|lastPrice:600128|sqmPr:6001|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","100.0","Eget køkken med afløb","2.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.965508","12.028589","2019-07-09T00:00:00Z","Fri handel","/adresse/duevej-18f-3300-frederiksvaerk-02600240_18f_______","value:850000|sqm:100|lastPrice:1250000|sqmPr:12500|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","132.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1969.0","Halsnæs","55.96539","12.026987","2006-03-15T00:00:00Z","Fri handel","/adresse/duevej-19-3300-frederiksvaerk-02600240__19_______","value:1300000|sqm:132|lastPrice:2200000|sqmPr:16666|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","144.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1966.0","Halsnæs","55.965847","12.027244","1990-01-01T00:00:00Z","Ombygningsår","/adresse/duevej-20-3300-frederiksvaerk-02600240__20_______","value:1350000|sqm:144|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","105.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.96586","12.026756","2005-02-10T00:00:00Z","Fri handel","/adresse/duevej-22-3300-frederiksvaerk-02600240__22_______","value:1150000|sqm:105|lastPrice:1550000|sqmPr:14761|rooms:"
"Badeværelse i enheden","Sommerhus","Mursten","Elvarme","93.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1940.0","Halsnæs","55.93483","12.038257","2010-10-01T00:00:00Z","Fri handel","/adresse/duevaenget-2-3300-frederiksvaerk-02600243___2_______","value:1100000|sqm:93|lastPrice:1650000|sqmPr:17741|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","77.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2005.0","Halsnæs","55.934753","12.039044","2019-08-29T15:36:14.707Z","Af markedet","/adresse/duevaenget-3-3300-frederiksvaerk-02600243___3_______","value:1150000|sqm:77|lastPrice:1800000|sqmPr:23376|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Varmepumpe","118.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2015.0","Halsnæs","55.934677","12.038479","2015-01-01T00:00:00Z","Byggeår","/adresse/duevaenget-4-3300-frederiksvaerk-02600243___4_______","value:1700000|sqm:118|lastPrice:300000|sqmPr:2542|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Varmepumpe","77.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1947.0","Halsnæs","55.934563","12.039181","2009-10-17T03:40:06.8Z","Af markedet","/adresse/duevaenget-5-3300-frederiksvaerk-02600243___5_______","value:940000|sqm:77|lastPrice:1050000|sqmPr:13636|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Ovn til fast og flydende brændsel","80.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1956.0","Halsnæs","55.934456","12.038661","2019-09-06T12:14:59.683Z","Af markedet","/adresse/duevaenget-6-3300-frederiksvaerk-02600243___6_______","value:1000000|sqm:80|lastPrice:1460000|sqmPr:18250|rooms:"
"Hverken badeværelse eller adgang til badeværelse","Sommerhus","Træ","Elvarme","63.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1965.0","Halsnæs","55.934345","12.039644","2014-02-27T00:00:00Z","Fri handel","/adresse/duevaenget-7-3300-frederiksvaerk-02600243___7_______","value:670000|sqm:63|lastPrice:297500|sqmPr:4722|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","69.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1972.0","Halsnæs","55.93414","12.038861","2010-05-11T00:00:00Z","Fri handel","/adresse/duevaenget-8-3300-frederiksvaerk-02600243___8_______","value:920000|sqm:69|lastPrice:1100000|sqmPr:15942|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","140.0","Eget køkken med afløb","1.0","1.0","Stråtag","Vandskyllende toilet i enheden","1866.0","Halsnæs","55.9695","12.051005","1976-01-01T00:00:00Z","Ombygningsår","/adresse/dunkekrogen-2-3300-frederiksvaerk-02600245___2_______","value:1800000|sqm:140|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Ovn til fast og flydende brændsel","78.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1981.0","Halsnæs","55.969822","12.051021","2021-03-18T00:00:00Z","Fri handel","/adresse/dunkekrogen-4-3300-frederiksvaerk-02600245___4_______","value:1350000|sqm:78|lastPrice:1350000|sqmPr:17307|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Ovn til fast og flydende brændsel","66.0","Eget køkken med afløb","1.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1957.0","Halsnæs","55.97005","12.049514","2007-03-27T00:00:00Z","Fri handel","/adresse/dunkekrogen-7-3300-frederiksvaerk-02600245___7_______","value:1150000|sqm:66|lastPrice:3200000|sqmPr:48484|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","169.0","Eget køkken med afløb","1.0","2.0","Stråtag","Vandskyllende toilet i enheden","1884.0","Halsnæs","55.968628","12.049112","1999-01-01T00:00:00Z","Ombygningsår","/adresse/dunkestien-2-3300-frederiksvaerk-02600246___2_______","value:2000000|sqm:169|lastPrice:800000|sqmPr:4733|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","180.0","Eget køkken med afløb","1.0","2.0","Stråtag","Vandskyllende toilet i enheden","1927.0","Halsnæs","55.969864","12.048428","2021-03-01T00:00:00Z","Fri handel","/adresse/dunkestien-8a-3300-frederiksvaerk-02600246__8a_______","value:2700000|sqm:180|lastPrice:4200000|sqmPr:23333|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Bindingsværk","Varmepumpe","65.0","Eget køkken med afløb","1.0","1.0","Stråtag","Vandskyllende toilet i enheden","1927.0","Halsnæs","55.97063","12.047503","2021-03-01T00:00:00Z","Fri handel","/adresse/dunkestien-8b-3300-frederiksvaerk-02600246__8b_______","value:|sqm:65|lastPrice:4200000|sqmPr:64615|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Varmepumpe","130.0","Eget køkken med afløb","1.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2010.0","Halsnæs","55.99754","11.988249","2021-09-20T08:54:45.76Z","Af markedet","/adresse/dyremosevej-2-3370-melby-02600248___2_______","value:1550000|sqm:130|lastPrice:4000000|sqmPr:30769|rooms:"
"Badeværelse i enheden","Sommerhus","Letbetonsten","Elvarme","60.0","Eget køkken med afløb","1.0","","Fibercement herunder asbest","Intet vandskyllende toilet","1965.0","Halsnæs","55.99723","11.988248","1967-01-01T00:00:00Z","Ombygningsår","/adresse/dyremosevej-3-3370-melby-02600248___3_______","value:720000|sqm:60|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Sommerhus","Mursten","Elvarme","107.0","Eget køkken med afløb","1.0","1.0","Stråtag","Vandskyllende toilet i enheden","1975.0","Halsnæs","55.996918","11.987491","2021-02-03T10:12:32.29Z","Af markedet","/adresse/dyremosevej-5-3370-melby-02600248___5_______","value:1100000|sqm:107|lastPrice:2450000|sqmPr:22897|rooms:"
"Hverken badeværelse eller adgang til badeværelse","Sommerhus","Træ","Elvarme","50.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1965.0","Halsnæs","55.997295","11.986607","2019-12-17T00:00:00Z","Fri handel","/adresse/dyremosevej-6-3370-melby-02600248___6_______","value:700000|sqm:50|lastPrice:1200000|sqmPr:24000|rooms:"
"Badeværelse i enheden","Sommerhus","Andet materiale","Elvarme","148.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2008.0","Halsnæs","55.996918","11.986935","2008-01-01T00:00:00Z","Byggeår","/adresse/dyremosevej-7-3370-melby-02600248___7_______","value:1600000|sqm:148|lastPrice:185000|sqmPr:1250|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","60.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1962.0","Halsnæs","55.997353","11.9860325","2011-09-29T01:26:14.223Z","Af markedet","/adresse/dyremosevej-8-3370-melby-02600248___8_______","value:720000|sqm:60|lastPrice:650000|sqmPr:10833|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","55.0","Eget køkken med afløb","1.0","","Betontagsten","Intet vandskyllende toilet","1969.0","Halsnæs","55.996723","11.986363","2015-12-20T00:00:00Z","Fri handel","/adresse/dyremosevej-9-3370-melby-02600248___9_______","value:1000000|sqm:55|lastPrice:850000|sqmPr:15454|rooms:"
"Badeværelse i enheden","Sommerhus","Letbetonsten","Elvarme","93.0","Eget køkken med afløb","1.0","","Fibercement herunder asbest","Intet vandskyllende toilet","1968.0","Halsnæs","55.997086","11.985428","2020-01-30T00:00:00Z","Familiehandel","/adresse/dyremosevej-10-3370-melby-02600248__10_______","value:1200000|sqm:93|lastPrice:381250|sqmPr:4099|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","106.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1965.0","Halsnæs","55.99642","11.986126","2007-01-01T00:00:00Z","Ombygningsår","/adresse/dyremosevej-11-3370-melby-02600248__11_______","value:1050000|sqm:106|lastPrice:405450|sqmPr:3825|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Varmepumpe","93.0","Eget køkken med afløb","1.0","1.0","Andet materiale","Vandskyllende toilet i enheden","1963.0","Halsnæs","55.996742","11.985423","2000-10-07T00:00:00Z","Fri handel","/adresse/dyremosevej-13-3370-melby-02600248__13_______","value:940000|sqm:93|lastPrice:652620|sqmPr:7017|rooms:"
"Badeværelse i enheden","Sommerhus","Træ","Elvarme","150.0","Eget køkken med afløb","1.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1917.0","Halsnæs","56.006046","11.9410925","1968-01-01T00:00:00Z","Ombygningsår","/adresse/dyssevej-3-3360-liseleje-02600250___3_______","value:4900000|sqm:150|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Elvarme","116.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1971.0","Halsnæs","55.953537","12.029498","1971-01-01T00:00:00Z","Byggeår","/adresse/dyssevaenget-1-3300-frederiksvaerk-02600251___1_______","value:1100000|sqm:116|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","129.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1984.0","Halsnæs","55.953686","12.029414","2009-01-20T09:38:02.213Z","Af markedet","/adresse/dyssevaenget-3-3300-frederiksvaerk-02600251___3_______","value:1400000|sqm:129|lastPrice:1310000|sqmPr:10155|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","152.0","Eget køkken med afløb","1.0","3.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1970.0","Halsnæs","55.95388","12.029129","2022-07-11T08:39:04.312247Z","Af markedet","/adresse/dyssevaenget-5-3300-frederiksvaerk-02600251___5_______","value:1600000|sqm:152|lastPrice:3595000|sqmPr:23651|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Letbetonsten","Fjernvarme/blokvarme","139.0","Eget køkken med afløb","1.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","1967.0","Halsnæs","55.953888","12.029618","2013-05-08T07:48:51.64Z","Af markedet","/adresse/dyssevaenget-7-3300-frederiksvaerk-02600251___7_______","value:1250000|sqm:139|lastPrice:1450000|sqmPr:10431|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","126.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.954","12.030014","2019-06-05T14:18:12.337Z","Af markedet","/adresse/dyssevaenget-9-3300-frederiksvaerk-02600251___9_______","value:1350000|sqm:126|lastPrice:1745000|sqmPr:13849|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","139.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.953674","12.030113","2023-07-10T13:10:10.445496Z","Af markedet","/adresse/dyssevaenget-11-3300-frederiksvaerk-02600251__11_______","value:1250000|sqm:139|lastPrice:1800000|sqmPr:12949|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","123.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.953815","12.030415","1968-01-01T00:00:00Z","Byggeår","/adresse/dyssevaenget-13-3300-frederiksvaerk-02600251__13_______","value:1300000|sqm:123|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","153.0","Eget køkken med afløb","1.0","2.0","Metal","Vandskyllende toilet i enheden","1967.0","Halsnæs","55.954056","12.030447","2022-07-30T09:33:33.710621Z","Af markedet","/adresse/dyssevaenget-15-3300-frederiksvaerk-02600251__15_______","value:1250000|sqm:153|lastPrice:3195000|sqmPr:20882|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","120.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1973.0","Halsnæs","55.95401","12.031015","2003-08-21T00:00:00Z","Fri handel","/adresse/dyssevaenget-17-3300-frederiksvaerk-02600251__17_______","value:1250000|sqm:120|lastPrice:1499000|sqmPr:12491|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Træ","Fjernvarme/blokvarme","122.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1966.0","Halsnæs","55.953815","12.031032","1966-01-01T00:00:00Z","Byggeår","/adresse/dyssevaenget-19-3300-frederiksvaerk-02600251__19_______","value:1050000|sqm:122|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","120.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","1967.0","Halsnæs","55.953827","12.031375","2018-11-18T12:52:00.92Z","Af markedet","/adresse/dyssevaenget-21-3300-frederiksvaerk-02600251__21_______","value:1600000|sqm:120|lastPrice:2090000|sqmPr:17416|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","165.0","Eget køkken med afløb","1.0","2.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1968.0","Halsnæs","55.954056","12.031383","2021-05-07T09:34:51.493Z","Af markedet","/adresse/dyssevaenget-23-3300-frederiksvaerk-02600251__23_______","value:1400000|sqm:165|lastPrice:2325000|sqmPr:14090|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","131.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","1965.0","Halsnæs","55.954082","12.0319","2017-05-11T07:17:21.383Z","Af markedet","/adresse/dyssevaenget-25-3300-frederiksvaerk-02600251__25_______","value:1200000|sqm:131|lastPrice:1450000|sqmPr:11068|rooms:"
