props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_floor,props_pageProps_address_municipality_numberOfSchools,props_pageProps_address_municipality_population,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailPropertyClass,lastPrice
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684242,12.511765,3.0,18.0,103608.0,2008-11-19T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-7-3-tv-2000-frederiksberg-01470067___7__3__tv,ejerlejlighed,1900000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684242,12.511765,4.0,18.0,103608.0,2018-12-19T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-7-4-tv-2000-frederiksberg-01470067___7__4__tv,ejerlejlighed,1487000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1962.0,Frederiksberg,55.68471,12.510943,0.0,18.0,103608.0,2002-02-21T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-8-0-14-2000-frederiksberg-01470067___8_st__14,ejerlejlighed,1195000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1962.0,Frederiksberg,55.68471,12.510943,0.0,18.0,103608.0,1996-08-15T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-8-0-15-2000-frederiksberg-01470067___8_st__15,ejerlejlighed,696000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,101.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1962.0,Frederiksberg,55.68471,12.510943,1.0,18.0,103608.0,2004-12-14T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-8-1-33-2000-frederiksberg-01470067___8__1__33,ejerlejlighed,1664000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,3.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1962.0,Frederiksberg,55.68471,12.510943,1.0,18.0,103608.0,2018-07-10T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-8-1-38-2000-frederiksberg-01470067___8__1__38,ejerlejlighed,4100000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,0.0,18.0,103608.0,2002-01-21T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-0-th-2000-frederiksberg-01470067___9_st__th,ejerlejlighed,900000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,0.0,18.0,103608.0,2005-12-30T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-0-tv-2000-frederiksberg-01470067___9_st__tv,ejerlejlighed,2200000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,1.0,18.0,103608.0,2004-08-24T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-1-th-2000-frederiksberg-01470067___9__1__th,ejerlejlighed,1650000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,2.0,18.0,103608.0,2011-11-04T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-2-th-2000-frederiksberg-01470067___9__2__th,ejerlejlighed,1920000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,3.0,18.0,103608.0,2006-04-21T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-3-th-2000-frederiksberg-01470067___9__3__th,ejerlejlighed,2995000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,3.0,18.0,103608.0,1999-01-13T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-3-tv-2000-frederiksberg-01470067___9__3__tv,ejerlejlighed,1097971
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,4.0,18.0,103608.0,2020-11-23T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-4-th-2000-frederiksberg-01470067___9__4__th,ejerlejlighed,987500
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,4.0,18.0,103608.0,1994-02-05T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-4-tv-2000-frederiksberg-01470067___9__4__tv,ejerlejlighed,505000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,5.0,18.0,103608.0,2019-07-04T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-5-th-2000-frederiksberg-01470067___9__5__th,ejerlejlighed,3625000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684277,12.511576,5.0,18.0,103608.0,1996-09-09T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-9-5-tv-2000-frederiksberg-01470067___9__5__tv,ejerlejlighed,930000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.68431,12.511393,0.0,18.0,103608.0,1994-11-10T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-11-0-tv-2000-frederiksberg-01470067__11_st__tv,ejerlejlighed,570700
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.68431,12.511393,1.0,18.0,103608.0,1998-06-30T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-11-1-th-2000-frederiksberg-01470067__11__1__th,ejerlejlighed,1163299
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.68431,12.511393,5.0,18.0,103608.0,2013-04-17T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-11-5-th-2000-frederiksberg-01470067__11__5__th,ejerlejlighed,2250000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684345,12.511196,0.0,18.0,103608.0,2001-07-25T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-13-0-tv-2000-frederiksberg-01470067__13_st__tv,ejerlejlighed,1495000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684345,12.511196,1.0,18.0,103608.0,1999-07-01T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-13-1-tv-2000-frederiksberg-01470067__13__1__tv,ejerlejlighed,1310721
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684345,12.511196,2.0,18.0,103608.0,2001-05-20T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-13-2-th-2000-frederiksberg-01470067__13__2__th,ejerlejlighed,1397000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684345,12.511196,3.0,18.0,103608.0,2020-02-24T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-13-3-th-2000-frederiksberg-01470067__13__3__th,ejerlejlighed,3665000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.68438,12.511002,0.0,18.0,103608.0,1996-05-15T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-15a-0-tv-2000-frederiksberg-01470067_15a_st__tv,ejerlejlighed,774400
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.68438,12.511002,3.0,18.0,103608.0,2005-09-07T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-15a-3-th-2000-frederiksberg-01470067_15a__3__th,ejerlejlighed,2595000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Fibercement herunder asbest,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1973.0,Frederiksberg,55.684414,12.510804,2.0,18.0,103608.0,2002-11-29T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-15b-2-th-2000-frederiksberg-01470067_15b__2__th,ejerlejlighed,1522000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,136.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1930.0,Frederiksberg,55.684826,12.510267,0.0,18.0,103608.0,2009-06-24T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-0-tv-2000-frederiksberg-01470067__20_st__tv,ejerlejlighed,3150000
,Udhus,Træ,,,,,,Metal,,1929.0,Frederiksberg,55.684826,12.510267,0.0,18.0,103608.0,2010-08-27T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-0-10-2000-frederiksberg-01470067__20_st__10,,3380000
,Udhus,Træ,,,,,,Metal,,1929.0,Frederiksberg,55.684826,12.510267,0.0,18.0,103608.0,2010-08-27T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-0-9-2000-frederiksberg-01470067__20_st___9,,3380000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,136.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1930.0,Frederiksberg,55.684826,12.510267,1.0,18.0,103608.0,2010-08-27T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-1-tv-2000-frederiksberg-01470067__20__1__tv,ejerlejlighed,3380000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,108.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1930.0,Frederiksberg,55.684826,12.510267,2.0,18.0,103608.0,1995-10-26T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-2-th-2000-frederiksberg-01470067__20__2__th,ejerlejlighed,770000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,124.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1930.0,Frederiksberg,55.684826,12.510267,3.0,18.0,103608.0,2005-09-08T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-20-3-tv-2000-frederiksberg-01470067__20__3__tv,ejerlejlighed,3530000
,,,,,,,,,,,Frederiksberg,55.6849,12.509849,-1.0,18.0,103608.0,2017-11-07T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-22--1-2000-frederiksberg-01470067__22_kl____,,800000
,,,,,,,,,,,Frederiksberg,55.6849,12.509849,0.0,18.0,103608.0,1998-05-26T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-22-0-4-2000-frederiksberg-01470067__22_st___4,,30000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,106.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1929.0,Frederiksberg,55.6849,12.509849,2.0,18.0,103608.0,2005-03-29T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-22-2-th-2000-frederiksberg-01470067__22__2__th,ejerlejlighed,2800000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,122.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1929.0,Frederiksberg,55.6849,12.509849,2.0,18.0,103608.0,2019-09-23T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-22-2-tv-2000-frederiksberg-01470067__22__2__tv,ejerlejlighed,4900000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,111.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1929.0,Frederiksberg,55.6849,12.509849,3.0,18.0,103608.0,2013-02-25T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-22-3-tv-2000-frederiksberg-01470067__22__3__tv,ejerlejlighed,3125000
,,,,,,,,,,,Frederiksberg,55.684982,12.509393,-1.0,18.0,103608.0,2020-01-30T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-24--1-2000-frederiksberg-01470067__24_kl____,,1400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,119.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1929.0,Frederiksberg,55.684982,12.509393,2.0,18.0,103608.0,2023-08-12T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-24-2-th-2000-frederiksberg-01470067__24__2__th,ejerlejlighed,2800000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,85.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68606,12.505961,0.0,18.0,103608.0,2002-08-01T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51a-0-mf-2000-frederiksberg-01470067_51a_st__mf,ejerlejlighed,1550000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68606,12.505961,0.0,18.0,103608.0,2007-06-19T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51a-0-th-2000-frederiksberg-01470067_51a_st__th,ejerlejlighed,2270000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68606,12.505961,2.0,18.0,103608.0,1998-08-25T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51a-2-th-2000-frederiksberg-01470067_51a__2__th,ejerlejlighed,1080000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68625,12.505859,0.0,18.0,103608.0,1998-04-08T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51b-0-tv-2000-frederiksberg-01470067_51b_st__tv,ejerlejlighed,900000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,76.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68625,12.505859,2.0,18.0,103608.0,1996-12-09T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51b-2-mf-2000-frederiksberg-01470067_51b__2__mf,ejerlejlighed,752000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68625,12.505859,2.0,18.0,103608.0,2019-11-17T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-51b-2-tv-2000-frederiksberg-01470067_51b__2__tv,ejerlejlighed,3595000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68617,12.506691,1.0,18.0,103608.0,1997-05-13T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-53a-1-th-2000-frederiksberg-01470067_53a__1__th,ejerlejlighed,900000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,87.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68636,12.506585,1.0,18.0,103608.0,1994-01-19T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-53b-1-tv-2000-frederiksberg-01470067_53b__1__tv,ejerlejlighed,843400
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,85.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1981.0,Frederiksberg,55.68636,12.506585,2.0,18.0,103608.0,2004-07-24T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-53b-2-th-2000-frederiksberg-01470067_53b__2__th,ejerlejlighed,1625000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,60.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1936.0,Frederiksberg,55.686565,12.506417,0.0,18.0,103608.0,2018-04-16T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-57-0-th-2000-frederiksberg-01470067__57_st__th,ejerlejlighed,2345000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,60.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1936.0,Frederiksberg,55.686565,12.506417,1.0,18.0,103608.0,2000-01-23T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-57-1-th-2000-frederiksberg-01470067__57__1__th,ejerlejlighed,911415
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,60.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1936.0,Frederiksberg,55.686565,12.506417,2.0,18.0,103608.0,2022-12-21T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-57-2-th-2000-frederiksberg-01470067__57__2__th,ejerlejlighed,2660000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,65.0,Eget køkken med afløb,4.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1936.0,Frederiksberg,55.686565,12.506417,2.0,18.0,103608.0,1998-07-21T00:00:00Z,Fri handel,/adresse/bernhard-bangs-alle-57-2-tv-2000-frederiksberg-01470067__57__2__tv,ejerlejlighed,764000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,158.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.669987,12.498669,1.0,18.0,103608.0,2000-04-01T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-21-1-th-2000-frederiksberg-01470068__21__1__th,ejerlejlighed,2600000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,146.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.669987,12.498669,2.0,18.0,103608.0,1996-11-10T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-21-2-th-2000-frederiksberg-01470068__21__2__th,ejerlejlighed,1540000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67014,12.498677,2.0,18.0,103608.0,2013-07-30T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-23-2-th-2000-frederiksberg-01470068__23__2__th,ejerlejlighed,4050000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,129.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67014,12.498677,3.0,18.0,103608.0,1992-04-30T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-23-3-th-2000-frederiksberg-01470068__23__3__th,ejerlejlighed,1200000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,118.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67014,12.498677,4.0,18.0,103608.0,2004-04-01T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-23-4-tv-2000-frederiksberg-01470068__23__4__tv,ejerlejlighed,2750000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,151.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67029,12.498687,1.0,18.0,103608.0,2005-01-31T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-25-1-tv-2000-frederiksberg-01470068__25__1__tv,ejerlejlighed,3495000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67029,12.498687,2.0,18.0,103608.0,2020-09-16T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-25-2-tv-2000-frederiksberg-01470068__25__2__tv,ejerlejlighed,5200000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,118.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.67029,12.498687,4.0,18.0,103608.0,2023-06-15T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-25-4-tv-2000-frederiksberg-01470068__25__4__tv,ejerlejlighed,5973000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,129.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.670444,12.498695,3.0,18.0,103608.0,2010-02-23T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-27-3-th-2000-frederiksberg-01470068__27__3__th,ejerlejlighed,3400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,151.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.670593,12.498705,1.0,18.0,103608.0,2007-08-13T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-29-1-th-2000-frederiksberg-01470068__29__1__th,ejerlejlighed,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,123.0,Eget køkken med afløb,5.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1976.0,Frederiksberg,55.670593,12.498705,4.0,18.0,103608.0,2012-01-23T00:00:00Z,Fri handel,/adresse/betty-nansens-alle-29-4-tv-2000-frederiksberg-01470068__29__4__tv,ejerlejlighed,3995000
