props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_floor,props_pageProps_address_municipality_numberOfSchools,props_pageProps_address_municipality_population,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailPropertyClass,lastPrice
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,63.0,Eget køkken med afløb,7.0,1.0,Fibercement uden asbest,Vandskyllende toilet i enheden,1946.0,Frederiksberg,55.685154,12.531216,5.0,18.0,103608.0,1993-12-02T00:00:00Z,Fri handel,/adresse/aksel-moellers-have-30-5-tv-2000-frederiksberg-01470012__30__5__tv,ejerlejlighed,445000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,57.0,Eget køkken med afløb,7.0,1.0,Fibercement uden asbest,Vandskyllende toilet i enheden,1946.0,Frederiksberg,55.685154,12.531216,6.0,18.0,103608.0,2021-04-13T00:00:00Z,Fri handel,/adresse/aksel-moellers-have-30-6-th-2000-frederiksberg-01470012__30__6__th,ejerlejlighed,3495000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,63.0,Eget køkken med afløb,7.0,1.0,Fibercement uden asbest,Vandskyllende toilet i enheden,1946.0,Frederiksberg,55.685154,12.531216,6.0,18.0,103608.0,2019-04-29T00:00:00Z,Fri handel,/adresse/aksel-moellers-have-30-6-tv-2000-frederiksberg-01470012__30__6__tv,ejerlejlighed,3130000
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,183.0,Eget køkken med afløb,1.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1872.0,Frederiksberg,55.67401,12.544357,,18.0,103608.0,2021-03-08T00:00:00Z,Fri handel,/adresse/alhambravej-4-1826-frederiksberg-c-01470013___4_______,villa,14200000
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2004.0,Frederiksberg,55.67454,12.544192,0.0,18.0,103608.0,2017-03-10T00:00:00Z,Fri handel,/adresse/alhambravej-5-0-1826-frederiksberg-c-01470013___5_st____,,12600000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,232.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1871.0,Frederiksberg,55.674343,12.544536,1.0,18.0,103608.0,2018-06-22T00:00:00Z,Fri handel,/adresse/alhambravej-8-1-1826-frederiksberg-c-01470013___8__1____,ejerlejlighed,9500000
,,,,,,,,,,,Frederiksberg,55.67462,12.544671,,18.0,103608.0,1998-08-13T00:00:00Z,Fri handel,/adresse/alhambravej-12-1826-frederiksberg-c-01470013__12_______,,4305000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,0.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-0-tv-1826-frederiksberg-c-01470013__14_st__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,1.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-1-th-1826-frederiksberg-c-01470013__14__1__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,98.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,1.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-1-tv-1826-frederiksberg-c-01470013__14__1__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,87.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,2.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-2-th-1826-frederiksberg-c-01470013__14__2__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,2.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-2-tv-1826-frederiksberg-c-01470013__14__2__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,75.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,3.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-3-th-1826-frederiksberg-c-01470013__14__3__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,122.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,3.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-3-tv-1826-frederiksberg-c-01470013__14__3__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,4.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-4-th-1826-frederiksberg-c-01470013__14__4__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,98.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,4.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-4-tv-1826-frederiksberg-c-01470013__14__4__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,176.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.674763,12.54482,5.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-14-5-1826-frederiksberg-c-01470013__14__5____,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,127.0,Eget køkken med afløb,2.0,1.0,Andet materiale,Vandskyllende toilet i enheden,2022.0,Frederiksberg,55.675358,12.544447,0.0,18.0,103608.0,2022-02-02T00:00:00Z,Fri handel,/adresse/alhambravej-15-0-th-1826-frederiksberg-c-01470013__15_st__th,,9250000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,0.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-0-th-1826-frederiksberg-c-01470013__16_st__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,0.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-0-tv-1826-frederiksberg-c-01470013__16_st__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,1.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-1-th-1826-frederiksberg-c-01470013__16__1__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,1.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-1-tv-1826-frederiksberg-c-01470013__16__1__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,87.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,2.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-2-th-1826-frederiksberg-c-01470013__16__2__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,111.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,2.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-2-tv-1826-frederiksberg-c-01470013__16__2__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,3.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-3-th-1826-frederiksberg-c-01470013__16__3__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,99.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,3.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-3-tv-1826-frederiksberg-c-01470013__16__3__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,110.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,4.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-4-th-1826-frederiksberg-c-01470013__16__4__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,87.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,4.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-4-tv-1826-frederiksberg-c-01470013__16__4__tv,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,5.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-5-th-1826-frederiksberg-c-01470013__16__5__th,,18700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,88.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1950.0,Frederiksberg,55.6749,12.544893,5.0,18.0,103608.0,2002-07-23T00:00:00Z,Fri handel,/adresse/alhambravej-16-5-tv-1826-frederiksberg-c-01470013__16__5__tv,,18700000
,,,,,,,,,,,Frederiksberg,55.675396,12.545084,0.0,18.0,103608.0,2000-04-13T00:00:00Z,Fri handel,/adresse/alhambravej-22-0-1826-frederiksberg-c-01470013__22_st____,,130000
,,,,,,,,,,,Frederiksberg,55.675396,12.545084,0.0,18.0,103608.0,1995-08-17T00:00:00Z,Fri handel,/adresse/alhambravej-22-0-th-1826-frederiksberg-c-01470013__22_st__th,,300000
,,,,,,,,,,,Frederiksberg,55.675396,12.545084,0.0,18.0,103608.0,2021-09-20T00:00:00Z,Fri handel,/adresse/alhambravej-22-0-tv-1826-frederiksberg-c-01470013__22_st__tv,,1860000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.675694,12.533083,1.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8a-1-th-2000-frederiksberg-01470016__8a__1__th,,4400000
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.675694,12.533083,1.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8a-1-tv-2000-frederiksberg-01470016__8a__1__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.675694,12.533083,2.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8a-2-th-2000-frederiksberg-01470016__8a__2__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.675694,12.533083,2.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8a-2-tv-2000-frederiksberg-01470016__8a__2__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,3.0,1.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.675694,12.533083,3.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8a-3-2000-frederiksberg-01470016__8a__3____,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,0.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-0-th-2000-frederiksberg-01470016__8c_st__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,0.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-0-tv-2000-frederiksberg-01470016__8c_st__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,1.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-1-th-2000-frederiksberg-01470016__8c__1__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,1.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-1-tv-2000-frederiksberg-01470016__8c__1__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,2.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-2-th-2000-frederiksberg-01470016__8c__2__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,2.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-2-tv-2000-frederiksberg-01470016__8c__2__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,3.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-3-th-2000-frederiksberg-01470016__8c__3__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,3.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-3-tv-2000-frederiksberg-01470016__8c__3__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,4.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-4-th-2000-frederiksberg-01470016__8c__4__th,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Blandet,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1901.0,Frederiksberg,55.675617,12.533677,4.0,18.0,103608.0,1998-01-22T00:00:00Z,Fri handel,/adresse/allegade-8c-4-tv-2000-frederiksberg-01470016__8c__4__tv,,4400000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,171.0,Eget køkken med afløb,4.0,2.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.67577,12.533206,1.0,18.0,103608.0,2003-04-15T00:00:00Z,Fri handel,/adresse/allegade-8e-1-2000-frederiksberg-01470016__8e__1____,ejerlejlighed,3350000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,145.0,Eget køkken med afløb,4.0,2.0,Tegl,Vandskyllende toilet i enheden,1867.0,Frederiksberg,55.67577,12.533206,3.0,18.0,103608.0,2010-05-26T00:00:00Z,Fri handel,/adresse/allegade-8e-3-2000-frederiksberg-01470016__8e__3____,ejerlejlighed,3700000
,,,,,,,,,,,Frederiksberg,55.675827,12.533417,0.0,18.0,103608.0,2020-11-30T00:00:00Z,Fri handel,/adresse/allegade-8f-0-2000-frederiksberg-01470016__8f_st____,,8700000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,319.0,Eget køkken med afløb,3.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1945.0,Frederiksberg,55.675827,12.533417,1.0,18.0,103608.0,2021-11-30T00:00:00Z,Fri handel,/adresse/allegade-8f-1-2000-frederiksberg-01470016__8f__1____,ejerlejlighed,8000000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,288.0,Eget køkken med afløb,3.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1945.0,Frederiksberg,55.675827,12.533417,2.0,18.0,103608.0,2020-11-30T00:00:00Z,Fri handel,/adresse/allegade-8f-2-2000-frederiksberg-01470016__8f__2____,ejerlejlighed,8000000
,,,,,,,,,,,Frederiksberg,55.675793,12.533716,1.0,18.0,103608.0,2022-09-23T00:00:00Z,Fri handel,/adresse/allegade-8g-1-tv-2000-frederiksberg-01470016__8g__1__tv,,8500000
,,,,,,,,,,,Frederiksberg,55.675728,12.534036,,18.0,103608.0,2022-02-22T00:00:00Z,Fri handel,/adresse/allegade-8h-2000-frederiksberg-01470016__8h_______,,8500000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,227.0,Eget køkken med afløb,2.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1858.0,Frederiksberg,55.675964,12.533204,2.0,18.0,103608.0,2013-03-04T00:00:00Z,Fri handel,/adresse/allegade-10-2-2000-frederiksberg-01470016__10__2____,,6750000
,,,,,,,,,,,Frederiksberg,55.67662,12.531989,0.0,18.0,103608.0,2015-11-26T00:00:00Z,Fri handel,/adresse/allegade-19-0-tv-2000-frederiksberg-01470016__19_st__tv,,2750000
,,,,,,,,,,,Frederiksberg,55.676945,12.532071,0.0,18.0,103608.0,2018-05-29T00:00:00Z,Fri handel,/adresse/allegade-21-0-2000-frederiksberg-01470016__21_st____,,6000000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,46.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.67717,12.531648,0.0,18.0,103608.0,2015-03-01T00:00:00Z,Fri handel,/adresse/allegade-23a-0-tv-2000-frederiksberg-01470016_23a_st__tv,ejerlejlighed,1730000
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,46.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.67717,12.531648,1.0,18.0,103608.0,2006-10-24T00:00:00Z,Fri handel,/adresse/allegade-23a-1-tv-2000-frederiksberg-01470016_23a__1__tv,ejerlejlighed,1555000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,48.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.67717,12.531648,3.0,18.0,103608.0,2019-10-08T00:00:00Z,Fri handel,/adresse/allegade-23a-3-th-2000-frederiksberg-01470016_23a__3__th,ejerlejlighed,2495000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,48.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677197,12.531434,0.0,18.0,103608.0,2016-10-06T00:00:00Z,Fri handel,/adresse/allegade-23b-0-tv-2000-frederiksberg-01470016_23b_st__tv,ejerlejlighed,2250000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,48.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677197,12.531434,1.0,18.0,103608.0,2021-05-26T00:00:00Z,Fri handel,/adresse/allegade-23b-1-tv-2000-frederiksberg-01470016_23b__1__tv,ejerlejlighed,3065000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,46.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677197,12.531434,2.0,18.0,103608.0,2011-01-07T00:00:00Z,Fri handel,/adresse/allegade-23b-2-th-2000-frederiksberg-01470016_23b__2__th,ejerlejlighed,1200000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,59.0,Eget køkken med afløb,4.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677197,12.531434,3.0,18.0,103608.0,2009-10-21T00:00:00Z,Fri handel,/adresse/allegade-23b-3-th-2000-frederiksberg-01470016_23b__3__th,ejerlejlighed,1295000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,121.0,Eget køkken med afløb,2.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677197,12.531032,0.0,18.0,103608.0,2004-12-19T00:00:00Z,Fri handel,/adresse/allegade-23c-0-2000-frederiksberg-01470016_23c_st____,ejerlejlighed,2645000
,,,,,,,,,,,Frederiksberg,55.677197,12.531032,0.0,18.0,103608.0,2022-09-24T00:00:00Z,Fri handel,/adresse/allegade-23c-0-6-2000-frederiksberg-01470016_23c_st___6,,300000
,,,,,,,,,,,Frederiksberg,55.677197,12.531032,0.0,18.0,103608.0,1993-08-27T00:00:00Z,Fri handel,/adresse/allegade-23c-0-8-2000-frederiksberg-01470016_23c_st___8,,25000
,,,,,,,,,,,Frederiksberg,55.677128,12.532149,-1.0,18.0,103608.0,2010-04-08T00:00:00Z,Fri handel,/adresse/allegade-23--1-th-2000-frederiksberg-01470016__23_kl__th,,75000
,,,,,,,,,,,Frederiksberg,55.677128,12.532149,-1.0,18.0,103608.0,2010-04-08T00:00:00Z,Fri handel,/adresse/allegade-23--1-tv-2000-frederiksberg-01470016__23_kl__tv,,75000
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,161.0,Eget køkken med afløb,4.0,1.0,Andet materiale,Vandskyllende toilet i enheden,1890.0,Frederiksberg,55.677128,12.532149,1.0,18.0,103608.0,1996-04-28T00:00:00Z,Fri handel,/adresse/allegade-23-1-2000-frederiksberg-01470016__23__1____,ejerlejlighed,944000
,Fritliggende overdækning,Ingen,,,,,,Plastmaterialer,,1980.0,Frederiksberg,55.677692,12.533429,0.0,18.0,103608.0,2013-01-24T00:00:00Z,Fri handel,/adresse/allegade-24a-0-tv-2000-frederiksberg-01470016_24a_st__tv,,1417286
,Fritliggende overdækning,Ingen,,,,,,Plastmaterialer,,1980.0,Frederiksberg,55.677692,12.533429,1.0,18.0,103608.0,2022-06-29T00:00:00Z,Fri handel,/adresse/allegade-24a-1-2000-frederiksberg-01470016_24a__1____,,10775000
